EmployeeID,Name,Department,JobTitle,MonthlySalary,PerformanceScore,YearsAtCompany,HireDate,LastPerformanceReviewDate,Email
EMP01195,Sharon Newton,HR,Customer Service Manager,11520,73,26,1997-08-21,2022-08-21,bryan79@hotmail.com
EMP01196,Cynthia Mueller,Customer Support,Content Creator,13783,10,10,2013-10-15,2022-12-11,asmith@hotmail.com
EMP01197,Donna Beck,Sales,Mechanical Engineer,14022,8,20,2003-05-21,2023-02-22,gina74@hotmail.com
EMP01198,Jasmine Frye,Engineering,Security Analyst,6044,21,0,2023-08-15,2023-05-11,richard18@gmail.com
EMP01199,Emily Arnold,IT,HR Manager,12612,77,3,2020-04-09,2022-12-12,jenkinsjohn@yahoo.com
EMP01200,David Oliver,HR,Finance Manager,8636,59,28,1995-11-04,2023-01-23,raymondperkins@hotmail.com
EMP01201,Sheila Greer,Engineering,HR Manager,14593,50,26,1997-07-12,2022-12-26,lcarter@johnson.org
EMP01202,Michele Holland,HR,Recruiter,5892,69,25,1998-11-22,2023-11-10,uliu@wilson.com
EMP01203,Kimberly Morrison,Finance,Software Engineer,8288,70,12,2011-11-15,2023-03-24,susanwilliams@yahoo.com
EMP01204,Tracey Phillips,Marketing,HR Coordinator,8812,30,19,2004-10-22,2023-03-26,smithamy@yahoo.com
EMP01205,Michael Lopez,Finance,Support Agent,3654,95,16,2007-01-08,2022-03-11,abigail30@hotmail.com
EMP01206,Jose Bennett,Customer Support,Sales Manager,8481,17,10,2013-03-04,2022-07-15,riverakevin@arnold.com
EMP01207,Justin Anderson,Engineering,Marketing Manager,3759,75,23,2000-06-27,2023-02-04,robert30@schaefer.com
EMP01208,Dawn Rivera,Customer Support,Account Manager,9782,20,14,2009-01-16,2022-11-17,smithbrandon@cortez-wolf.biz
EMP01209,Brittney Hernandez,Marketing,System Administrator,4798,48,6,2017-01-16,2022-03-11,deanna05@carter-grant.org
EMP01210,Anthony Randolph,HR,Finance Manager,8159,73,29,1994-08-27,2022-12-13,qirwin@reynolds-hudson.net
EMP01211,Mary Henry,Marketing,Content Creator,14163,2,20,2003-02-06,2022-10-28,valdezalyssa@gmail.com
EMP01212,Heather Bowers,Sales,HR Coordinator,14618,37,19,2004-11-16,2023-10-01,johnsoncrystal@gmail.com
EMP01213,Daniel White,Marketing,Financial Analyst,11446,1,27,1996-03-21,2022-05-24,pamela10@gmail.com
EMP01214,Jonathan Perry,Sales,Marketing Specialist,8262,4,11,2012-04-28,2022-05-13,kevin42@hotmail.com
EMP01215,Anna Walker,Marketing,Customer Service Manager,6823,54,2,2021-04-14,2022-11-23,qwebb@blevins-hansen.biz
EMP01216,Gary Ward,IT,Support Agent,4876,25,19,2004-08-19,2023-02-28,kevinjohnson@gmail.com
EMP01217,Paul Moreno,Sales,Support Agent,13949,3,6,2017-01-28,2023-01-08,morrismax@graham.biz
EMP01218,Samantha Zavala MD,Engineering,Customer Service Manager,13816,9,11,2012-10-27,2022-12-18,sheilawhite@smith.com
EMP01219,Jill Conway,Customer Support,HR Manager,9154,86,14,2009-10-15,2023-09-23,greenkyle@yahoo.com
EMP01220,Lisa Haley,Customer Support,Sales Manager,10787,87,24,1999-05-30,2022-07-29,gail55@hotmail.com
EMP01221,Erica Moon,Finance,Marketing Specialist,14196,76,9,2014-04-14,2023-02-10,gnguyen@ferguson.com
EMP01222,Janice Fernandez,Customer Support,Recruiter,7516,74,12,2011-05-04,2023-03-05,monteskarl@hotmail.com
EMP01223,Thomas Short,HR,Customer Service Manager,6734,34,5,2018-04-20,2022-10-15,craigmiles@hotmail.com
EMP01224,Robert Griffin,IT,IT Support,12436,43,18,2005-04-19,2022-09-06,figueroapreston@lopez.info
EMP01225,Steven Lee,Marketing,Sales Manager,8972,74,11,2012-06-07,2022-09-23,cynthiaford@coleman.net
EMP01226,Tiffany Jackson,Finance,IT Support,9639,94,17,2006-08-18,2023-07-28,angela58@jackson-silva.com
EMP01227,Kimberly Smith,HR,Finance Manager,8356,22,8,2015-04-11,2022-11-01,donald51@wilson-shaw.info
EMP01228,Michael Ayala,HR,IT Support,9380,70,11,2012-12-17,2023-10-25,westbrian@gmail.com
EMP01229,Jessica Garcia,Sales,Accountant,4008,2,11,2012-01-09,2022-07-09,kyle14@gibson-adams.com
EMP01230,Michele Cherry,Customer Support,Accountant,7314,94,22,2001-10-15,2023-02-09,michaelthomas@yahoo.com
EMP01231,Maria Case,Engineering,Customer Service Manager,12702,66,5,2018-01-21,2022-10-23,whitakermegan@gmail.com
EMP01232,Brittany Stevens,Engineering,Accountant,13151,32,26,1998-01-07,2023-06-21,jacqueline97@gmail.com
EMP01233,Brandon Brown,Finance,Data Scientist,5508,16,6,2017-03-12,2022-08-05,melanie93@gmail.com
EMP01234,Kristin Andrews,IT,Content Creator,7758,76,1,2022-07-17,2023-07-08,tracyferguson@gmail.com
EMP01235,David Hughes,Engineering,Marketing Manager,5682,1,27,1996-03-03,2022-05-09,morenorobert@barker.net
EMP01236,Jessica Smith,Marketing,Support Agent,10311,72,21,2002-09-19,2023-08-04,gmayer@hunter-preston.net
EMP01237,Kimberly May,Engineering,Mechanical Engineer,3989,48,28,1995-11-25,2023-08-29,laura78@gonzalez-mitchell.net
EMP01238,Nicole Richards,Finance,System Administrator,11446,50,22,2001-01-18,2023-01-02,lesliebrown@gmail.com
EMP01239,Angel Reilly,Engineering,HR Coordinator,7711,13,24,1999-06-21,2022-09-11,aholt@decker-lewis.com
EMP01240,Richard Turner,Marketing,IT Support,9479,15,19,2004-11-05,2022-12-30,yburnett@williams.com
EMP01241,Preston Kim,Sales,HR Manager,9964,53,0,2023-10-12,2023-03-23,rlopez@yahoo.com
EMP01242,Matthew Wells,IT,Finance Manager,11075,44,1,2022-12-24,2023-12-09,mossscott@yahoo.com
EMP01243,Brandy Myers,Finance,Sales Manager,7452,8,22,2001-12-21,2023-01-10,echapman@walker-cervantes.com
EMP01244,Kimberly Choi,Sales,HR Coordinator,11447,74,24,1999-03-20,2022-05-02,bsoto@yahoo.com
EMP01245,Michael Sloan,Sales,Sales Manager,4007,46,8,2015-02-20,2022-04-08,lynchbarbara@gmail.com
EMP01246,Monica Brooks,Sales,Content Creator,9496,69,10,2013-06-07,2023-03-30,williamscaitlin@castillo-ray.net
EMP01247,Kristen Peters,HR,Sales Manager,12947,19,22,2001-12-31,2023-03-07,frank18@ortiz.com
EMP01248,Aaron Carlson,IT,Marketing Manager,10688,38,9,2014-10-14,2023-02-13,ghill@hotmail.com
EMP01249,Theresa Torres,Customer Support,Data Scientist,13763,11,17,2006-11-13,2023-09-24,caguilar@gmail.com
EMP01250,Stephanie Cooper,IT,Civil Engineer,6908,43,19,2004-02-02,2022-11-08,tmurphy@hotmail.com
EMP01251,Matthew Hunt,HR,Support Agent,14189,20,24,1999-01-08,2022-03-03,soniaharmon@hotmail.com
EMP01252,Daniel Davenport,Customer Support,Customer Service Manager,5803,20,4,2019-06-16,2022-08-18,douglasalexander@ford.com
EMP01253,Christopher Marsh,IT,Financial Analyst,14957,21,8,2015-10-28,2023-06-30,allison39@roach-murray.com
EMP01254,Sarah Randolph,Sales,HR Coordinator,7379,82,15,2009-01-03,2023-11-03,sara14@gmail.com
EMP01255,Julia Dunn MD,Finance,Accountant,14575,57,26,1997-03-07,2022-11-23,khodges@hotmail.com
EMP01256,Brett Swanson,Customer Support,Marketing Specialist,3098,50,10,2013-05-11,2022-09-29,millerjessica@hotmail.com
EMP01257,Mr. Carl Rios,Marketing,Accountant,11388,74,20,2003-04-29,2022-12-30,allisonpeterson@sweeney-wilson.com
EMP01258,Manuel Mccullough,Marketing,Sales Representative,13721,98,20,2003-07-09,2022-08-05,fflowers@landry-rogers.com
EMP01259,Jerry Jensen,Engineering,Content Creator,3877,26,16,2007-08-22,2023-08-08,marthagriffin@williams.biz
EMP01260,Kevin Cunningham,Customer Support,Support Agent,4868,30,7,2016-10-04,2022-10-17,jeffreymccormick@gmail.com
EMP01261,Eugene Patterson,Finance,Software Engineer,5665,73,23,2000-03-16,2022-03-16,webstersteven@hotmail.com
EMP01262,David Walker,HR,Support Agent,4388,31,15,2008-04-05,2023-02-09,james60@garner.org
EMP01263,Jessica Larsen,Sales,HR Manager,5415,42,13,2010-03-02,2022-07-28,wrightmia@farrell.com
EMP01264,Nicholas Humphrey,Engineering,Content Creator,11761,68,26,1997-06-25,2022-10-08,michael36@berry.net
EMP01265,Ian Torres,Marketing,Marketing Manager,5637,61,20,2003-04-19,2022-11-24,foleyjennifer@gmail.com
EMP01266,Casey Obrien,HR,Account Manager,10242,61,6,2017-09-01,2023-08-03,bruce24@gmail.com
EMP01267,Shannon Taylor,HR,Recruiter,12257,70,14,2009-02-13,2022-03-26,richardbullock@hotmail.com
EMP01268,Deborah Mercado,Sales,Data Scientist,11613,78,5,2018-04-13,2023-04-11,nicholasmorales@yahoo.com
EMP01269,Bernard Smith,Customer Support,System Administrator,5883,68,24,1999-07-11,2022-09-10,hannahhicks@morales.org
EMP01270,Amanda Perkins,Marketing,Marketing Specialist,4204,90,11,2012-11-18,2023-04-10,simsamy@davis-chen.com
EMP01271,Kevin Escobar,Finance,Marketing Manager,3544,17,22,2001-08-01,2022-08-31,christophercook@yahoo.com
EMP01272,Kimberly Lutz,HR,Account Manager,14831,19,26,1997-01-18,2022-03-27,brendacarroll@yahoo.com
EMP01273,Reginald Diaz,Sales,Finance Manager,4223,51,7,2016-01-27,2023-01-04,garciakelly@yahoo.com
EMP01274,Raymond Quinn,Finance,Mechanical Engineer,6172,70,4,2019-07-31,2022-11-25,marybartlett@tucker-bryant.com
EMP01275,John Dixon,Customer Support,Customer Service Manager,11959,63,20,2003-10-25,2022-12-24,vortiz@gmail.com
EMP01276,Jonathan Bates,Marketing,HR Coordinator,9450,93,7,2016-03-11,2022-11-23,adrianagray@yahoo.com
EMP01277,Renee Mendez,Customer Support,Content Creator,14849,75,5,2018-05-11,2022-10-29,montoyafelicia@gmail.com
EMP01278,Jose Griffin,HR,Marketing Manager,9520,80,7,2016-08-12,2022-09-20,hansonheather@walters-harris.net
EMP01279,Travis Hopkins,Finance,Customer Service Manager,3654,30,22,2001-03-15,2023-01-31,cclayton@yahoo.com
EMP01280,Nancy Webb,Finance,Civil Engineer,9821,25,5,2018-12-16,2023-01-29,lopezann@taylor.com
EMP01281,Daniel Freeman,Finance,Accountant,5446,75,16,2007-04-24,2022-06-24,tommyclark@gmail.com
EMP01282,Jacob Williams,HR,Content Creator,8892,71,10,2013-10-29,2023-07-26,cynthia47@rice.com
EMP01283,Terry Ward,HR,Mechanical Engineer,11412,26,6,2017-01-05,2022-02-01,sarajohnston@hotmail.com
EMP01284,Jesse Williams,Customer Support,Customer Service Manager,6666,56,7,2016-09-09,2022-10-14,qsimpson@avila.com
EMP01285,Mrs. Michele Boyd,Engineering,Account Manager,7277,22,1,2022-07-26,2023-03-05,williamgallagher@mays-hicks.com
EMP01286,Sandy Baker,Customer Support,Accountant,7402,89,11,2012-01-19,2022-07-10,daniel35@hotmail.com
EMP01287,Carrie Valdez,Marketing,HR Manager,5569,19,8,2015-03-26,2023-01-20,meghanmartinez@yahoo.com
EMP01288,Matthew Houston,Sales,Marketing Manager,8515,31,23,2000-03-25,2023-02-16,mayroger@moyer.biz
EMP01289,Jamie Solomon,Finance,Data Scientist,12205,26,15,2008-12-05,2023-08-31,harrisstacey@hotmail.com
EMP01290,Heather Parrish,Engineering,Account Manager,13243,42,1,2022-08-09,2023-01-01,eharris@pearson-howard.net
EMP01291,Mr. Larry Shaw,Sales,HR Coordinator,6985,41,24,1999-11-15,2023-05-16,jasoncampbell@cole-calderon.com
EMP01292,Christopher Jones,Engineering,Network Engineer,11167,23,18,2005-05-31,2022-07-19,jacobscindy@mcmahon.com
EMP01293,Christine Lopez,IT,Mechanical Engineer,10448,47,2,2021-06-15,2022-10-09,lopezdavid@gmail.com
EMP01294,Mitchell Wilson,Customer Support,Data Scientist,7310,13,14,2009-05-27,2023-03-05,kristin04@gmail.com
EMP01295,Robert Cortez,HR,Recruiter,6019,89,16,2007-07-18,2022-12-02,patriciacarr@pearson.com
EMP01296,Mr. Daniel Martin,Finance,Account Manager,6681,66,28,1995-07-13,2022-10-26,smithjasmine@yahoo.com
EMP01297,Alison Williams,Customer Support,IT Support,12635,66,8,2015-03-10,2022-09-15,cunninghamerik@yahoo.com
EMP01298,Candace Soto,Sales,Customer Service Manager,7196,16,20,2003-01-26,2022-09-20,browntimothy@collins.com
EMP01299,Kenneth Brown,IT,Sales Manager,14202,73,26,1997-04-15,2022-07-21,ujohnson@hotmail.com
EMP01300,Christopher Mullen,IT,Accountant,3572,28,20,2003-11-03,2023-02-02,juliebird@hotmail.com
EMP01301,Kristy Smith,IT,Marketing Manager,12524,77,25,1998-11-21,2023-01-18,isaacbrooks@yahoo.com
EMP01302,Mary Campbell,Sales,Recruiter,7753,35,11,2012-09-24,2023-01-18,jacobsmith@hotmail.com
EMP01303,Jerry Haney,Sales,Support Agent,10082,41,25,1998-05-23,2022-05-27,robertrodriguez@williams.biz
EMP01304,Carolyn Greer,Sales,IT Support,7002,77,6,2017-12-03,2023-09-16,elewis@hernandez.info
EMP01305,Rebecca Hoover,Sales,HR Coordinator,8629,31,10,2013-04-22,2022-11-24,villaedward@johnson.com
EMP01306,Matthew Baker,IT,HR Manager,14326,85,15,2008-06-28,2022-08-04,egriffith@hotmail.com
EMP01307,Grace Chavez,IT,Sales Representative,11417,32,27,1996-11-22,2022-12-05,robertstephens@gmail.com
EMP01308,Crystal Cruz,Engineering,Marketing Manager,7200,54,18,2005-11-09,2023-02-27,steven95@brown.com
EMP01309,Dale Heath,Customer Support,Accountant,4997,98,7,2016-06-06,2023-03-14,stephanie90@lindsey.org
EMP01310,Jennifer Hernandez,Finance,Civil Engineer,11963,72,26,1997-09-04,2023-05-28,lopezkimberly@hotmail.com
EMP01311,John Mendez,HR,Mechanical Engineer,10422,59,17,2006-12-29,2023-03-08,ethanrodriguez@hotmail.com
EMP01312,Richard Gordon,IT,HR Coordinator,7524,41,18,2005-12-30,2023-02-01,paulthomas@gmail.com
EMP01313,John Anderson,HR,Content Creator,11625,66,2,2021-02-14,2022-07-26,hthomas@gmail.com
EMP01314,Samantha Prince,Customer Support,Security Analyst,14291,96,20,2003-12-12,2023-06-24,molly46@gmail.com
EMP01315,Marie Boyd,Customer Support,IT Support,13921,54,24,1999-08-18,2023-07-30,hudsonamy@gmail.com
EMP01316,Andrew Moreno,HR,Support Agent,6407,40,-1,2024-03-18,2022-12-02,gibsonkirk@yahoo.com
EMP01317,Robert Clarke,IT,Account Manager,9731,28,2,2021-10-21,2023-05-13,mandymalone@vincent-arias.com
EMP01318,Kevin Figueroa,HR,Marketing Specialist,10795,37,21,2002-05-01,2023-01-05,douglas60@peterson.org
EMP01319,Melissa Davis,Engineering,Marketing Specialist,14332,65,20,2003-12-17,2023-01-13,thomasjessica@hotmail.com
EMP01320,John Hall,Marketing,Sales Manager,12057,74,29,1994-12-26,2023-09-30,kevin77@bennett.com
EMP01321,Diane Mcdowell,IT,Network Engineer,5793,55,26,1997-12-25,2023-07-07,wmay@davis-leblanc.info
EMP01322,Colin Fletcher,IT,Network Engineer,10334,4,16,2007-06-26,2023-05-17,pearsoncarrie@yahoo.com
EMP01323,Laura Wilson,Finance,System Administrator,5911,99,21,2002-03-18,2022-12-17,josephcooper@howard.com
EMP01324,Matthew Watts,Sales,HR Coordinator,10952,10,16,2007-07-14,2023-04-15,rodriguezelizabeth@friedman-herrera.com
EMP01325,Jack Moore,Marketing,Marketing Specialist,5415,47,25,1998-03-22,2022-07-07,zfernandez@mitchell.biz
EMP01326,Dawn Wyatt,Customer Support,Mechanical Engineer,3250,75,2,2021-04-13,2022-06-17,yhawkins@hotmail.com
EMP01327,Jacob Hill,IT,Sales Representative,7951,14,25,1998-11-07,2023-06-08,jasongray@gmail.com
EMP01328,Nicole Gutierrez,HR,System Administrator,11098,38,23,2000-08-17,2022-09-25,larry40@curry.com
EMP01329,Karen Wood,Marketing,Support Agent,14949,12,11,2012-07-24,2022-08-06,henrychristine@anderson.biz
EMP01330,Dawn Parker,Finance,System Administrator,8289,45,4,2019-06-07,2022-11-07,ufranklin@anderson.com
EMP01331,Michael Fitzgerald,Customer Support,System Administrator,11102,17,-1,2024-06-09,2022-08-27,william47@gmail.com
EMP01332,Mary Adkins,Sales,Financial Analyst,10257,80,18,2005-01-29,2022-03-19,walkertammy@flores-reynolds.com
EMP01333,Michael Martin,Sales,HR Manager,8565,35,9,2014-09-07,2023-03-10,cameronjackson@acosta.com
EMP01334,James Morgan,Finance,Sales Manager,9437,66,1,2022-08-06,2022-12-01,aaron33@gmail.com
EMP01335,Melissa Mann,Finance,Accountant,12110,75,1,2022-02-06,2022-03-31,smithapril@mcguire.biz
EMP01336,Vincent Smith,HR,Finance Manager,4173,41,12,2011-04-23,2023-02-01,brittneysalazar@gmail.com
EMP01337,Charles Frost,IT,Customer Service Manager,14395,67,26,1997-11-25,2023-08-02,kingrichard@johnson.biz
EMP01338,Austin Walker,Sales,Marketing Manager,11624,29,11,2012-08-24,2022-11-04,dominicsimpson@harmon-perkins.net
EMP01339,Andrew Cruz,Customer Support,Customer Service Manager,3835,18,17,2006-07-09,2023-06-20,priceamber@hotmail.com
EMP01340,Miss Kelly Dawson,Marketing,Marketing Manager,13438,20,5,2018-06-25,2022-09-03,amy18@yahoo.com
EMP01341,Theresa Wilkins,Customer Support,Marketing Manager,5262,14,9,2014-02-12,2022-06-06,paul00@gmail.com
EMP01342,Jessica Harris,Engineering,Sales Representative,12089,34,-1,2024-02-04,2022-09-30,johnwilson@gmail.com
EMP01343,Regina Mitchell,Engineering,IT Support,14824,49,19,2004-03-30,2023-03-17,gmiller@khan.net
EMP01344,Kyle Black,Finance,Sales Representative,7567,54,10,2013-06-01,2023-05-25,mark29@yahoo.com
EMP01345,Christopher Johnson,HR,HR Coordinator,6815,31,20,2003-11-15,2023-07-24,lopezjordan@smith.com
EMP01346,Aaron Moore,Engineering,Marketing Specialist,3246,58,8,2015-04-27,2022-12-10,cjenkins@yahoo.com
EMP01347,Penny Gomez MD,Sales,Accountant,5429,42,25,1998-01-08,2022-10-29,justin46@yahoo.com
EMP01348,Kelly Mclaughlin,Customer Support,Security Analyst,12182,58,27,1996-04-13,2023-02-11,jenniferdavis@hotmail.com
EMP01349,Brandon Mitchell,Customer Support,Civil Engineer,14502,82,23,2000-06-16,2023-04-03,nicole02@carrillo.com
EMP01350,Suzanne Bailey,Finance,HR Manager,12118,30,18,2005-06-20,2022-12-26,williamcarlson@donaldson-hernandez.biz
EMP01351,Destiny Obrien,IT,Account Manager,14630,25,3,2020-03-25,2022-10-29,schmidtvincent@crawford.com
EMP01352,Timothy Andrews,IT,Customer Service Manager,8287,63,16,2007-11-27,2023-04-14,wperez@maddox.com
EMP01353,Jason Rodriguez,Marketing,Recruiter,5607,19,23,2000-10-18,2022-11-10,ssmith@gmail.com
EMP01354,Edward Arroyo,Finance,HR Coordinator,12266,72,17,2006-05-24,2022-08-01,riddleann@arnold.com
EMP01355,Tina Walter,Marketing,Network Engineer,8930,92,1,2022-01-28,2022-08-03,omays@hartman.com
EMP01356,Laura Benson,IT,Recruiter,7022,8,4,2019-11-15,2023-05-11,elizabeth61@brown.com
EMP01357,Kristine Carrillo,Finance,HR Coordinator,14991,95,6,2017-09-17,2022-12-30,bakerricky@miller.com
EMP01358,Tonya Ellis,Finance,Data Scientist,7784,3,2,2021-06-27,2022-09-17,fmiller@koch.com
EMP01359,Kevin Johnson,Finance,Customer Service Manager,9617,67,11,2012-09-27,2023-04-26,belldavid@hotmail.com
EMP01360,Austin Schultz,IT,Support Agent,6151,86,10,2013-06-02,2022-10-11,alexander66@yahoo.com
EMP01361,Megan Hall MD,Marketing,Customer Service Manager,14630,81,9,2014-11-18,2023-10-30,larry04@thompson.com
EMP01362,Kelli Smith,Marketing,Content Creator,8580,17,0,2023-07-23,2023-07-10,bbryan@gmail.com
EMP01363,Danielle Davis,Finance,Financial Analyst,10054,14,15,2008-05-07,2022-11-21,joel57@paul.com
EMP01364,Samantha Jones,Engineering,Support Agent,10706,9,13,2010-11-16,2023-02-22,jordanbailey@yahoo.com
EMP01365,Karen Gomez,HR,Recruiter,10619,62,9,2014-10-20,2023-09-13,ikidd@martin.com
EMP01366,Debra Valentine,IT,HR Coordinator,7573,94,25,1998-12-28,2023-10-17,lbarnett@chavez-smith.biz
EMP01367,Susan Porter,HR,Customer Service Manager,6491,21,20,2003-06-19,2023-04-11,sdonovan@yahoo.com
EMP01368,Nicolas Salas,HR,System Administrator,3706,76,29,1994-12-22,2023-01-17,joshuajones@suarez.net
EMP01369,Dale Wright,Marketing,Customer Service Manager,9997,37,5,2018-01-05,2022-09-26,kristy47@yahoo.com
EMP01370,Brittney Rodriguez,Marketing,Recruiter,8233,96,11,2012-02-15,2022-08-11,belindafowler@smith-gutierrez.com
EMP01371,Megan Alvarado,Engineering,Marketing Specialist,14256,11,5,2018-12-01,2023-06-15,jholder@gmail.com
EMP01372,Pamela Weaver,HR,Sales Manager,11945,20,24,1999-12-10,2023-04-01,michelle34@parker.biz
EMP01373,John Oliver,HR,Sales Manager,8755,35,6,2017-01-08,2022-06-13,hernandezmatthew@reynolds.com
EMP01374,William Prince PhD,Finance,Support Agent,9960,53,25,1998-12-13,2023-08-16,jonathan20@keller-hill.com
EMP01375,William Moon IV,Marketing,Data Scientist,11779,47,24,1999-07-04,2023-05-15,garciajennifer@schroeder-payne.com
EMP01376,Kenneth Brown,HR,Customer Service Manager,4334,75,16,2007-07-16,2023-04-10,qwright@hall-perez.org
EMP01377,Karen Fernandez,Customer Support,Security Analyst,8588,52,10,2013-12-17,2023-06-15,jenniferrice@yahoo.com
EMP01378,Jennifer Parks,Engineering,Support Agent,4847,8,4,2019-09-03,2022-09-26,kaiserrichard@gmail.com
EMP01379,William Wolfe,Customer Support,Sales Representative,9851,4,20,2003-09-30,2023-04-27,velasquezvictoria@gmail.com
EMP01380,Michael Smith,Customer Support,Recruiter,10211,27,27,1996-06-12,2023-02-15,lisawatson@douglas.com
EMP01381,Kevin Nguyen,IT,Customer Service Manager,10865,44,4,2019-05-02,2022-08-17,michellewilson@williams-carr.net
EMP01382,Debbie Dunn,IT,HR Manager,6317,40,7,2016-05-25,2023-01-25,colonjohn@gmail.com
EMP01383,John Austin,Engineering,HR Coordinator,14347,47,16,2007-03-31,2023-01-23,dbrown@martin.com
EMP01384,Jonathan Clark,Customer Support,Software Engineer,13390,94,5,2018-09-21,2022-10-07,lpierce@munoz.com
EMP01385,Jacqueline Dickerson,HR,HR Coordinator,9811,44,2,2021-02-07,2022-07-31,clarksamantha@li-allen.info
EMP01386,Christopher Anderson,Marketing,Account Manager,3164,48,20,2003-02-15,2022-11-03,jgill@williams-curry.biz
EMP01387,Crystal Garcia,Engineering,Marketing Manager,10060,91,6,2017-09-22,2023-02-21,gabriela90@romero.info
EMP01388,David Reynolds,Finance,Marketing Specialist,13190,85,8,2015-05-12,2023-04-20,samantha11@gmail.com
EMP01389,Charles Haley,Customer Support,Finance Manager,6057,52,15,2008-11-17,2023-05-14,jeffrey82@hotmail.com
EMP01390,Robert Thompson,Engineering,IT Support,13276,84,5,2018-09-12,2023-06-06,kennedygarrett@lowe.com
EMP01391,Dr. Samuel Holmes DDS,Sales,Customer Service Manager,7428,68,13,2010-03-24,2023-01-30,kimberlygeorge@gmail.com
EMP01392,Elizabeth Hart,Sales,Security Analyst,3402,11,23,2000-11-17,2023-05-24,arodriguez@simmons.net
EMP01393,Jennifer Vaughn,IT,Sales Representative,11605,77,14,2009-08-02,2023-04-13,jdaugherty@english.org
EMP01394,Robert Woods,Marketing,Recruiter,11236,73,17,2006-09-11,2022-10-01,timothy18@gmail.com
EMP01395,Joanna Cook,HR,Marketing Specialist,9349,4,2,2021-10-26,2023-09-25,mary07@yahoo.com
EMP01396,Justin Frederick,Marketing,System Administrator,7157,76,13,2010-08-06,2022-08-24,whitejustin@nunez.net
EMP01397,Alejandro Martinez,Marketing,Account Manager,13659,73,12,2011-09-27,2022-11-14,steven80@gmail.com
EMP01398,Tracey Gonzalez,Marketing,Marketing Specialist,3867,77,19,2004-05-29,2022-12-07,elizabeth43@lewis.com
EMP01399,Mariah Thompson,Marketing,HR Coordinator,11210,48,19,2004-01-13,2022-03-08,myersbenjamin@morrison-hines.net
EMP01400,Heather Nunez,Finance,Security Analyst,3364,26,14,2009-03-16,2023-02-25,qgreen@yahoo.com
EMP01401,Dr. Steve James,Finance,Marketing Manager,10467,77,11,2012-05-12,2023-05-06,rowen@kelly.com
EMP01402,Mark Thomas,IT,Customer Service Manager,9571,39,4,2019-02-04,2022-02-16,christopherbrown@gmail.com
EMP01403,Robert Rogers,Engineering,Customer Service Manager,3579,92,-1,2024-08-21,2022-10-11,madeline61@gmail.com
EMP01404,Laura Sweeney,Sales,Accountant,10674,58,1,2022-05-07,2022-06-11,robinsonmichael@hotmail.com
EMP01405,Christopher Perez,Marketing,Finance Manager,11737,19,21,2002-06-07,2022-07-11,julianlewis@hotmail.com
EMP01406,Eddie Adams,IT,Content Creator,9468,88,18,2005-01-12,2022-12-22,beckyroberts@gordon-robinson.com
EMP01407,Denise Wallace,Engineering,Account Manager,7150,83,7,2016-04-11,2022-09-02,rodgerscaroline@gmail.com
EMP01408,Heidi Matthews,Sales,Support Agent,6039,77,0,2023-11-03,2023-03-17,michele02@richardson.biz
EMP01409,Jennifer White,Customer Support,Sales Manager,7137,77,26,1997-08-10,2022-10-26,kathryn86@hotmail.com
EMP01410,Nicholas Stanley,HR,Sales Manager,3452,58,18,2005-01-18,2022-10-27,pmarquez@gmail.com
EMP01411,Mercedes Miller,Finance,Marketing Manager,9537,28,15,2008-06-24,2022-07-30,kyledavis@gmail.com
EMP01412,Brian Brown,Customer Support,Sales Manager,4381,66,3,2020-11-13,2023-11-06,wilkinsnicole@yahoo.com
EMP01413,Kimberly Johnson,Sales,Support Agent,11154,10,18,2005-04-16,2023-02-09,jgreen@yahoo.com
EMP01414,Phillip Miller,Customer Support,HR Coordinator,4467,86,0,2023-05-30,2022-11-09,floresjohn@yahoo.com
EMP01415,Christopher Pena,HR,Financial Analyst,5738,77,26,1997-09-19,2023-08-29,taylorkaylee@yahoo.com
EMP01416,Ellen Wright,IT,HR Coordinator,10572,58,7,2016-03-30,2023-03-10,lindsay23@hotmail.com
EMP01417,Mark Anderson,Sales,Sales Representative,12408,73,26,1997-05-09,2022-11-21,vhunter@yahoo.com
EMP01418,Alyssa Alvarado,Customer Support,HR Coordinator,9747,97,26,1997-04-05,2023-03-22,nicholasmcmillan@gmail.com
EMP01419,Erika Alvarez,Finance,Customer Service Manager,3880,14,4,2019-06-27,2022-12-18,jeremyreyes@gmail.com
EMP01420,Kimberly Nelson,Finance,Support Agent,6149,84,21,2002-10-26,2023-01-04,ryan54@yahoo.com
EMP01421,Wayne Wolfe,Engineering,Account Manager,11276,15,26,1997-11-01,2023-04-30,wthomas@gmail.com
EMP01422,Kyle Welch,Customer Support,Content Creator,10892,96,23,2000-04-07,2022-11-16,johnsonjames@hotmail.com
EMP01423,Kristy Mills,Marketing,HR Manager,7144,33,9,2014-03-23,2022-05-29,wardlinda@hotmail.com
EMP01424,Emily Reed,Customer Support,Content Creator,4168,17,27,1996-08-08,2022-11-22,timothysharp@gmail.com
EMP01425,Regina Ramos,IT,Marketing Specialist,6129,24,26,1997-07-12,2022-10-15,ostewart@smith.com
EMP01426,David Torres,Sales,Software Engineer,6645,30,4,2019-12-11,2023-10-25,janice26@gmail.com
EMP01427,Robert Charles,Sales,Sales Manager,5526,62,19,2004-05-17,2023-03-11,martintownsend@jennings-powell.com
